miRNA	lncRNA
hsa-miR-2116-3p	LINC00893
hsa-miR-2116-3p	LINC00894
hsa-miR-2116-3p	LINC00894
hsa-miR-2116-3p	LINC00894
hsa-miR-2116-3p	LINC00894
hsa-miR-212-3p	MIR137HG
hsa-miR-212-3p	AL160006.1
hsa-miR-212-3p	AC073046.1
hsa-miR-212-3p	SNHG5
hsa-miR-212-3p	SLC25A25-AS1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	KCNQ1OT1
hsa-miR-212-3p	NEAT1
hsa-miR-212-3p	NEAT1
hsa-miR-212-3p	NEAT1
hsa-miR-212-3p	AC125807.2
hsa-miR-212-3p	AC020661.4
hsa-miR-212-3p	AC020661.4
hsa-miR-212-3p	AC005332.6
hsa-miR-212-3p	SNHG16
hsa-miR-212-3p	SNHG16
hsa-miR-212-3p	XIST
hsa-miR-212-3p	XIST
hsa-miR-212-3p	XIST
hsa-miR-212-3p	XIST
hsa-miR-212-3p	XIST
hsa-miR-212-3p	XIST
hsa-miR-212-5p	LINC00115
hsa-miR-212-5p	AL645608.2
hsa-miR-212-5p	LINC02593
hsa-miR-212-5p	LINC02593
hsa-miR-212-5p	SNHG3
hsa-miR-212-5p	MIR29B2CHG
hsa-miR-212-5p	MIR29B2CHG
hsa-miR-212-5p	AC005034.3
hsa-miR-212-5p	FGD5-AS1
hsa-miR-212-5p	U73166.1
hsa-miR-212-5p	U73166.1
hsa-miR-212-5p	U73166.1
hsa-miR-212-5p	U73166.1
hsa-miR-212-5p	MIR124-1HG
hsa-miR-212-5p	MIR124-1HG
hsa-miR-212-5p	RHPN1-AS1
hsa-miR-212-5p	LINC00963
hsa-miR-212-5p	LINC00963
hsa-miR-212-5p	LINC00963
hsa-miR-212-5p	H19
hsa-miR-212-5p	H19
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	KCNQ1OT1
hsa-miR-212-5p	NEAT1
hsa-miR-212-5p	NEAT1
hsa-miR-212-5p	MALAT1
hsa-miR-212-5p	AP003119.3
hsa-miR-212-5p	AC006064.5
hsa-miR-212-5p	AC073611.1
hsa-miR-212-5p	AC073611.1
hsa-miR-212-5p	NRAV
hsa-miR-212-5p	AC026362.1
hsa-miR-212-5p	AC026362.1
hsa-miR-212-5p	AC026362.1
hsa-miR-212-5p	OIP5-AS1
hsa-miR-212-5p	OIP5-AS1
hsa-miR-212-5p	AC002310.1
hsa-miR-212-5p	AC009078.3
hsa-miR-212-5p	AC016876.2
hsa-miR-212-5p	CCDC144NL-AS1
hsa-miR-212-5p	SNHG16
hsa-miR-212-5p	UCA1
hsa-miR-212-5p	AF254983.1
hsa-miR-212-5p	DSCAM-AS1
hsa-miR-212-5p	AC002470.2
hsa-miR-212-5p	MIAT
hsa-miR-214-3p	AL645608.2
hsa-miR-214-3p	AL031282.2
hsa-miR-214-3p	AL031282.2
hsa-miR-214-3p	AL031282.2
hsa-miR-214-3p	MIR34AHG
hsa-miR-214-3p	MIR34AHG
hsa-miR-214-3p	LINC00339
hsa-miR-214-3p	SLFNL1-AS1
hsa-miR-214-3p	SLFNL1-AS1
hsa-miR-214-3p	SLFNL1-AS1
hsa-miR-214-3p	LINC01140
hsa-miR-214-3p	LINC01140
hsa-miR-214-3p	LINC01140
hsa-miR-214-3p	MIR29B2CHG
hsa-miR-214-3p	MIR29B2CHG
hsa-miR-214-3p	MIR29B2CHG
hsa-miR-214-3p	MIR29B2CHG
hsa-miR-214-3p	MIR29B2CHG
hsa-miR-214-3p	AL160408.3
hsa-miR-214-3p	AL160408.3
hsa-miR-214-3p	AC012513.3
hsa-miR-214-3p	LINC02832
hsa-miR-214-3p	FGD5-AS1
hsa-miR-214-3p	TMCC1-AS1
hsa-miR-214-3p	PP7080
hsa-miR-214-3p	PP7080
hsa-miR-214-3p	SLC9A3-AS1
hsa-miR-214-3p	SLC9A3-AS1
hsa-miR-214-3p	SLC9A3-AS1
hsa-miR-214-3p	SLC9A3-AS1
hsa-miR-214-3p	TMEM161B-AS1
hsa-miR-214-3p	EPB41L4A-AS1
hsa-miR-214-3p	CASC15
hsa-miR-214-3p	CT66
hsa-miR-214-3p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-214-3p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-214-3p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-214-3p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-214-3p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-214-3p	AC069281.2
hsa-miR-214-3p	AC069281.2
hsa-miR-214-3p	AC069281.2
hsa-miR-214-3p	AC069281.2
hsa-miR-214-3p	AC069281.2
hsa-miR-214-3p	AP003472.2
hsa-miR-214-3p	AC084125.2
hsa-miR-214-3p	AC084125.2
hsa-miR-214-3p	AC084125.2
hsa-miR-214-3p	AC084125.2
hsa-miR-214-3p	AL157392.3
hsa-miR-214-3p	AL157392.3
hsa-miR-214-3p	AL157392.3
hsa-miR-214-3p	AL157392.3
hsa-miR-214-3p	AL157392.3
hsa-miR-214-3p	AP006621.5
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	KCNQ1OT1
hsa-miR-214-3p	NEAT1
hsa-miR-214-3p	NEAT1
hsa-miR-214-3p	NEAT1
hsa-miR-214-3p	AP003119.3
hsa-miR-214-3p	AP003119.3
hsa-miR-214-3p	AC026362.1
hsa-miR-214-3p	AC026362.1
hsa-miR-214-3p	AC026362.1
hsa-miR-214-3p	AC026362.1
hsa-miR-214-3p	MIR17HG
hsa-miR-214-3p	LINC00641
hsa-miR-214-3p	Z98883.1
hsa-miR-214-3p	AC106820.4
hsa-miR-214-3p	AC020663.4
hsa-miR-214-3p	AC109460.3
hsa-miR-214-3p	AC109460.3
hsa-miR-214-3p	AC109460.3
hsa-miR-214-3p	SLX1A-SULT1A3
hsa-miR-214-3p	SLX1A-SULT1A3
hsa-miR-214-3p	SLX1A-SULT1A3
hsa-miR-214-3p	SLX1A-SULT1A3
hsa-miR-214-3p	SLX1A-SULT1A3
hsa-miR-214-3p	AC113189.4
hsa-miR-214-3p	AC113189.4
hsa-miR-214-3p	AC113189.4
hsa-miR-214-3p	AC055811.4
hsa-miR-214-3p	AC055811.4
hsa-miR-214-3p	SNHG16
hsa-miR-214-3p	AC087741.1
hsa-miR-214-3p	AC087741.1
hsa-miR-214-3p	AC087741.1
hsa-miR-214-3p	AC087741.1
hsa-miR-214-3p	LINC00482
hsa-miR-214-3p	LINC00482
hsa-miR-214-3p	LINC01535
hsa-miR-214-3p	LINC01535
hsa-miR-214-3p	LINC01535
hsa-miR-214-3p	AC093227.1
hsa-miR-214-3p	PCAT19
hsa-miR-214-3p	PCAT19
hsa-miR-214-3p	A1BG-AS1
hsa-miR-214-3p	A1BG-AS1
hsa-miR-214-3p	A1BG-AS1
hsa-miR-214-3p	AL121906.2
hsa-miR-214-3p	SNHG17
hsa-miR-214-3p	TSPEAR-AS2
hsa-miR-214-3p	TSPEAR-AS2
hsa-miR-214-3p	TSPEAR-AS2
hsa-miR-214-3p	TSPEAR-AS2
hsa-miR-214-3p	AC002470.2
hsa-miR-214-3p	AC002470.2
hsa-miR-214-3p	MIRLET7BHG
hsa-miR-214-3p	MIRLET7BHG
hsa-miR-214-3p	MIRLET7BHG
hsa-miR-214-3p	C22orf34
hsa-miR-214-3p	C22orf34
hsa-miR-214-3p	C22orf34
hsa-miR-214-3p	XIST
hsa-miR-214-3p	XIST
hsa-miR-214-3p	XIST
hsa-miR-214-5p	AL645608.5
hsa-miR-214-5p	MIR34AHG
hsa-miR-214-5p	MIR34AHG
hsa-miR-214-5p	MIR34AHG
hsa-miR-214-5p	AL691482.3
hsa-miR-214-5p	AL691482.3
hsa-miR-214-5p	CHROMR
hsa-miR-214-5p	CTBP1-DT
hsa-miR-214-5p	NOP14-AS1
hsa-miR-214-5p	NOP14-AS1
hsa-miR-214-5p	NOP14-AS1
hsa-miR-214-5p	DANCR
hsa-miR-214-5p	PP7080
hsa-miR-214-5p	SLC9A3-AS1
hsa-miR-214-5p	HCG11
hsa-miR-214-5p	TDRG1
hsa-miR-214-5p	SNHG7
hsa-miR-214-5p	LMNTD2-AS1
hsa-miR-214-5p	LMNTD2-AS1
hsa-miR-214-5p	H19
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	KCNQ1OT1
hsa-miR-214-5p	NEAT1
hsa-miR-214-5p	NEAT1
hsa-miR-214-5p	OVCH1-AS1
hsa-miR-214-5p	AC012531.2
hsa-miR-214-5p	ERVK13-1
hsa-miR-214-5p	LINC02175
hsa-miR-214-5p	AC004943.2
hsa-miR-214-5p	AC133540.1
hsa-miR-214-5p	AC133540.1
hsa-miR-214-5p	LINC00482
hsa-miR-214-5p	LINC00482
hsa-miR-214-5p	PCAT19
hsa-miR-214-5p	AL109804.1
hsa-miR-214-5p	NORAD
hsa-miR-214-5p	NORAD
hsa-miR-214-5p	FTX
hsa-miR-214-5p	FTX
hsa-miR-214-5p	LINC00894
hsa-miR-215-5p	DNAJC27-AS1
hsa-miR-215-5p	SOX2-OT
hsa-miR-215-5p	SOX2-OT
hsa-miR-215-5p	KCNQ1OT1
hsa-miR-215-5p	KCNQ1OT1
hsa-miR-215-5p	KCNQ1OT1
hsa-miR-215-5p	KCNQ1OT1
hsa-miR-215-5p	KCNQ1OT1
hsa-miR-215-5p	MIR194-2HG
hsa-miR-215-5p	LINC01089
hsa-miR-215-5p	SLX1A-SULT1A3
hsa-miR-215-5p	AC015813.1
hsa-miR-215-5p	MIR122HG
hsa-miR-215-5p	AC011504.1
hsa-miR-215-5p	AC024580.1
hsa-miR-215-5p	GUSBP11
hsa-miR-215-5p	XIST
hsa-miR-216a-3p	TNFRSF14-AS1
hsa-miR-216a-3p	SNHG3
hsa-miR-216a-3p	SNHG3
hsa-miR-216a-3p	AC242426.2
hsa-miR-216a-3p	GAS5
hsa-miR-216a-3p	AC016717.2
hsa-miR-216a-3p	AC016717.2
hsa-miR-216a-3p	AC016717.2
hsa-miR-216a-3p	AC104447.1
hsa-miR-216a-3p	KCNIP4-IT1
hsa-miR-216a-3p	KCNIP4-IT1
hsa-miR-216a-3p	KCNIP4-IT1
hsa-miR-216a-3p	KCNIP4-IT1
hsa-miR-216a-3p	LINC02506
hsa-miR-216a-3p	AC010261.2
hsa-miR-216a-3p	AC021078.1
hsa-miR-216a-3p	MAGI2-AS3
hsa-miR-216a-3p	CA3-AS1
hsa-miR-216a-3p	CA3-AS1
hsa-miR-216a-3p	AP006621.5
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	KCNQ1OT1
hsa-miR-216a-3p	LINC00294
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	NEAT1
hsa-miR-216a-3p	AC068790.8
hsa-miR-216a-3p	AC068790.8
hsa-miR-216a-3p	AC131009.4
hsa-miR-216a-3p	AC131009.4
hsa-miR-216a-3p	AL512791.2
hsa-miR-216a-3p	AL512791.2
hsa-miR-216a-3p	AL512791.2
hsa-miR-216a-3p	AC037198.1
hsa-miR-216a-3p	OIP5-AS1
hsa-miR-216a-3p	EIF3J-DT
hsa-miR-216a-3p	EIF3J-DT
hsa-miR-216a-3p	EIF3J-DT
hsa-miR-216a-3p	AC138904.1
hsa-miR-216a-3p	AC138904.1
hsa-miR-216a-3p	AC138904.1
hsa-miR-216a-3p	MIR497HG
hsa-miR-216a-3p	MIR497HG
hsa-miR-216a-3p	MIR497HG
hsa-miR-216a-3p	MIR497HG
hsa-miR-216a-3p	LINC02693
hsa-miR-216a-3p	LINC02693
hsa-miR-216a-3p	AC099850.1
hsa-miR-216a-3p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-216a-3p	AC037487.4
hsa-miR-216a-3p	SNHG16
hsa-miR-216a-3p	SNHG22
hsa-miR-216a-3p	AC021092.1
hsa-miR-216a-3p	AC021092.1
hsa-miR-216a-3p	AC021092.1
hsa-miR-216a-3p	AC021092.1
hsa-miR-216a-3p	AC005261.1
hsa-miR-216a-3p	AC005261.1
hsa-miR-216a-3p	AC016629.3
hsa-miR-216a-3p	AC016629.3
hsa-miR-216a-3p	AC016629.3
hsa-miR-216a-3p	AL035071.1
hsa-miR-216a-3p	LINC01694
hsa-miR-216a-3p	LINC01694
hsa-miR-216a-5p	AC141930.1
hsa-miR-216a-5p	AC141930.1
hsa-miR-216a-5p	DPP10-AS1
hsa-miR-216a-5p	DANCR
hsa-miR-216a-5p	DANCR
hsa-miR-216a-5p	AC053527.2
hsa-miR-216a-5p	ZSCAN16-AS1
hsa-miR-216a-5p	ZSCAN16-AS1
hsa-miR-216a-5p	ZSCAN16-AS1
hsa-miR-216a-5p	SNHG5
hsa-miR-216a-5p	AC000120.1
hsa-miR-216a-5p	AC005072.1
hsa-miR-216a-5p	AC005072.1
hsa-miR-216a-5p	AC005072.1
hsa-miR-216a-5p	CASC19
hsa-miR-216a-5p	CASC19
hsa-miR-216a-5p	PVT1
hsa-miR-216a-5p	PVT1
hsa-miR-216a-5p	PVT1
hsa-miR-216a-5p	AL162413.1
hsa-miR-216a-5p	NUTM2B-AS1
hsa-miR-216a-5p	NUTM2B-AS1
hsa-miR-216a-5p	NUTM2B-AS1
hsa-miR-216a-5p	NUTM2A-AS1
hsa-miR-216a-5p	NUTM2A-AS1
hsa-miR-216a-5p	NUTM2A-AS1
hsa-miR-216a-5p	NUTM2A-AS1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	KCNQ1OT1
hsa-miR-216a-5p	NEAT1
hsa-miR-216a-5p	NEAT1
hsa-miR-216a-5p	MALAT1
hsa-miR-216a-5p	AP001972.5
hsa-miR-216a-5p	SCARNA9
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	PWAR5
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	SNHG14
hsa-miR-216a-5p	OIP5-AS1
hsa-miR-216a-5p	OIP5-AS1
hsa-miR-216a-5p	OIP5-AS1
hsa-miR-216a-5p	GABPB1-AS1
hsa-miR-216a-5p	GABPB1-AS1
hsa-miR-216a-5p	SNHG9
hsa-miR-216a-5p	AC108134.2
hsa-miR-216a-5p	AC016876.2
hsa-miR-216a-5p	AC126365.1
hsa-miR-216a-5p	AC018521.1
hsa-miR-216a-5p	KCNJ2-AS1
hsa-miR-216a-5p	NORAD
hsa-miR-216a-5p	AL117329.1
hsa-miR-216a-5p	AL117329.1
hsa-miR-216a-5p	XIST
hsa-miR-216a-5p	XIST
hsa-miR-216b-5p	AL360012.1
hsa-miR-216b-5p	CKMT2-AS1
hsa-miR-216b-5p	CKMT2-AS1
hsa-miR-216b-5p	AL139274.2
hsa-miR-216b-5p	HYMAI
hsa-miR-216b-5p	HYMAI
hsa-miR-216b-5p	AC079781.5
hsa-miR-216b-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-216b-5p	SNHG7
hsa-miR-216b-5p	NUTM2B-AS1
hsa-miR-216b-5p	NUTM2B-AS1
hsa-miR-216b-5p	NUTM2A-AS1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	KCNQ1OT1
hsa-miR-216b-5p	NEAT1
hsa-miR-216b-5p	MALAT1
hsa-miR-216b-5p	MALAT1
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	SNHG14
hsa-miR-216b-5p	GABPB1-AS1
hsa-miR-216b-5p	GABPB1-AS1
hsa-miR-216b-5p	AC013564.1
hsa-miR-216b-5p	AC007996.1
hsa-miR-216b-5p	AC090220.1
hsa-miR-216b-5p	AC006504.1
hsa-miR-216b-5p	AC006504.1
hsa-miR-216b-5p	AC006504.1
hsa-miR-216b-5p	AC006504.1
hsa-miR-216b-5p	MIRLET7BHG
hsa-miR-216b-5p	MIRLET7BHG
hsa-miR-216b-5p	C22orf34
hsa-miR-217	SNHG12
hsa-miR-217	LINC02607
hsa-miR-217	LAMTOR5-AS1
hsa-miR-217	GAS5
hsa-miR-217	GAS5
hsa-miR-217	GAS5
hsa-miR-217	MIR29B2CHG
hsa-miR-217	MIR29B2CHG
hsa-miR-217	MIR29B2CHG
hsa-miR-217	MIR29B2CHG
hsa-miR-217	AC005034.3
hsa-miR-217	AC104447.1
hsa-miR-217	AC093010.2
hsa-miR-217	TERC
hsa-miR-217	AC025171.4
hsa-miR-217	AC025171.4
hsa-miR-217	AC007036.3
hsa-miR-217	AL691447.2
hsa-miR-217	AL691447.2
hsa-miR-217	NEAT1
hsa-miR-217	MALAT1
hsa-miR-217	MALAT1
hsa-miR-217	DNAJC3-DT
hsa-miR-217	OIP5-AS1
hsa-miR-217	OIP5-AS1
hsa-miR-217	AC087284.1
hsa-miR-217	AC093525.7
hsa-miR-217	AC093525.7
hsa-miR-217	AC092139.2
hsa-miR-217	SNHG29
hsa-miR-217	AC091181.1
hsa-miR-217	AC024580.1
hsa-miR-217	AC005261.1
hsa-miR-217	AL022311.1
hsa-miR-217	AL022311.1
hsa-miR-217	XIST
hsa-miR-217	XIST
hsa-miR-218-5p	ADAMTSL4-AS1
hsa-miR-218-5p	THUMPD3-AS1
hsa-miR-218-5p	SOX2-OT
hsa-miR-218-5p	LINC00847
hsa-miR-218-5p	TMEM30A-DT
hsa-miR-218-5p	MAGI2-AS3
hsa-miR-218-5p	STAG3L5P-PVRIG2P-PILRB
hsa-miR-218-5p	CASC19
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	KCNQ1OT1
hsa-miR-218-5p	NEAT1
hsa-miR-218-5p	NEAT1
hsa-miR-218-5p	AP001972.5
hsa-miR-218-5p	AP003392.3
hsa-miR-218-5p	MIR100HG
hsa-miR-218-5p	AC026362.1
hsa-miR-218-5p	AC145423.1
hsa-miR-218-5p	LINC01303
hsa-miR-218-5p	LINC01303
hsa-miR-218-5p	MEG3
hsa-miR-218-5p	MEG3
hsa-miR-218-5p	MEG3
hsa-miR-218-5p	AC091057.1
hsa-miR-218-5p	AC091057.1
hsa-miR-218-5p	OIP5-AS1
hsa-miR-218-5p	OIP5-AS1
hsa-miR-218-5p	CCDC144NL-AS1
hsa-miR-218-5p	SNHG16
hsa-miR-218-5p	AC092279.1
hsa-miR-218-5p	AC073548.1
hsa-miR-218-5p	AC010327.6
hsa-miR-218-5p	LINC02595
hsa-miR-219a-2-3p	MIR29B2CHG
hsa-miR-219a-2-3p	AC004080.5
hsa-miR-219a-2-3p	AC004080.6
hsa-miR-219a-2-3p	CASC19
hsa-miR-219a-2-3p	LNCOC1
hsa-miR-219a-2-3p	LNCOC1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	KCNQ1OT1
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	HELLPAR
hsa-miR-219a-2-3p	AC005280.3
hsa-miR-219a-2-3p	PITPNA-AS1
hsa-miR-219a-2-3p	AC125257.1
hsa-miR-219a-2-3p	NORAD
hsa-miR-219a-2-3p	AP001042.1
hsa-miR-219a-2-3p	AP001042.1
hsa-miR-219a-2-3p	XIST
hsa-miR-219a-2-3p	XIST
hsa-miR-219a-2-3p	Z83843.1
hsa-miR-219a-2-3p	Z83843.1
hsa-miR-219a-2-3p	FTX
hsa-miR-219a-5p	LINC00339
hsa-miR-219a-5p	BX005019.1
hsa-miR-219a-5p	SOX2-OT
hsa-miR-219a-5p	MAGI2-AS3
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	KCNQ1OT1
hsa-miR-219a-5p	MIR100HG
hsa-miR-219a-5p	MIR100HG
hsa-miR-219a-5p	AC006504.1
hsa-miR-219a-5p	LINC00261
hsa-miR-219a-5p	XIST
hsa-miR-219a-5p	XIST
hsa-miR-219a-5p	XIST
hsa-miR-219a-5p	XIST
hsa-miR-219a-5p	JPX
hsa-miR-219a-5p	LINC00632
hsa-miR-219a-5p	LINC00632
hsa-miR-219a-5p	LINC00632
hsa-miR-22-3p	MIR34AHG
hsa-miR-22-3p	MIR34AHG
hsa-miR-22-3p	LINC00339
hsa-miR-22-3p	LINC00339
hsa-miR-22-3p	AL360012.1
hsa-miR-22-3p	AL162431.1
hsa-miR-22-3p	AL162431.1
hsa-miR-22-3p	AC119427.2
hsa-miR-22-3p	AC119427.2
hsa-miR-22-3p	AC005538.2
hsa-miR-22-3p	FGD5-AS1
hsa-miR-22-3p	SH3BP5-AS1
hsa-miR-22-3p	AC079228.1
hsa-miR-22-3p	AC021078.1
hsa-miR-22-3p	SLC25A25-AS1
hsa-miR-22-3p	SLC25A25-AS1
hsa-miR-22-3p	SLC25A25-AS1
hsa-miR-22-3p	SLC25A25-AS1
hsa-miR-22-3p	LINC00963
hsa-miR-22-3p	LINC00963
hsa-miR-22-3p	AL390294.1
hsa-miR-22-3p	H19
hsa-miR-22-3p	H19
hsa-miR-22-3p	AC091564.7
hsa-miR-22-3p	NEAT1
hsa-miR-22-3p	MALAT1
hsa-miR-22-3p	COLCA1
hsa-miR-22-3p	COLCA1
hsa-miR-22-3p	COLCA1
hsa-miR-22-3p	SNHG14
hsa-miR-22-3p	PWAR5
hsa-miR-22-3p	SNHG14
hsa-miR-22-3p	SNHG14
hsa-miR-22-3p	AC022613.1
hsa-miR-22-3p	OIP5-AS1
hsa-miR-22-3p	OIP5-AS1
hsa-miR-22-3p	Z92544.1
hsa-miR-22-3p	AC009133.1
hsa-miR-22-3p	AC135048.1
hsa-miR-22-3p	SNHG29
hsa-miR-22-3p	SNHG29
hsa-miR-22-3p	SNHG29
hsa-miR-22-3p	SNHG16
hsa-miR-22-3p	AC087741.1
hsa-miR-22-3p	AC087741.1
hsa-miR-22-3p	AC087741.1
hsa-miR-22-3p	AC087741.1
hsa-miR-22-3p	NORAD
hsa-miR-22-3p	GUSBP11
hsa-miR-22-3p	GUSBP11
hsa-miR-22-3p	AL008721.2
hsa-miR-22-3p	MIRLET7BHG
hsa-miR-22-3p	LINC00630
hsa-miR-22-3p	Z68871.1
hsa-miR-221-3p	AL138789.1
hsa-miR-221-3p	LINC01719
hsa-miR-221-3p	LINC01719
hsa-miR-221-3p	GAS5
hsa-miR-221-3p	DANCR
hsa-miR-221-3p	LINC01618
hsa-miR-221-3p	DANCR
hsa-miR-221-3p	PURPL
hsa-miR-221-3p	PURPL
hsa-miR-221-3p	AC016550.3
hsa-miR-221-3p	U91328.3
hsa-miR-221-3p	RNF216P1
