miRNA	lncRNA
hsa-miR-221-3p	AC000120.1
hsa-miR-221-3p	AC000120.1
hsa-miR-221-3p	SLC26A4-AS1
hsa-miR-221-3p	AC016831.1
hsa-miR-221-3p	AL513534.2
hsa-miR-221-3p	NEAT1
hsa-miR-221-3p	DHRS4-AS1
hsa-miR-221-3p	AF111169.1
hsa-miR-221-3p	OIP5-AS1
hsa-miR-221-3p	AC090181.2
hsa-miR-221-3p	AC135050.6
hsa-miR-221-3p	AC020978.7
hsa-miR-221-3p	ASB16-AS1
hsa-miR-221-3p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-221-3p	TMEM147-AS1
hsa-miR-221-3p	TMEM147-AS1
hsa-miR-221-3p	AC073548.1
hsa-miR-221-3p	MIAT
hsa-miR-221-3p	MIAT
hsa-miR-221-3p	MIAT
hsa-miR-222-3p	AL138789.1
hsa-miR-222-3p	LINC01719
hsa-miR-222-3p	LINC01719
hsa-miR-222-3p	GAS5
hsa-miR-222-3p	DANCR
hsa-miR-222-3p	LINC01618
hsa-miR-222-3p	DANCR
hsa-miR-222-3p	PURPL
hsa-miR-222-3p	PURPL
hsa-miR-222-3p	AC016550.3
hsa-miR-222-3p	U91328.3
hsa-miR-222-3p	RNF216P1
hsa-miR-222-3p	AC000120.1
hsa-miR-222-3p	AC000120.1
hsa-miR-222-3p	SLC26A4-AS1
hsa-miR-222-3p	AC016831.1
hsa-miR-222-3p	AL513534.2
hsa-miR-222-3p	NEAT1
hsa-miR-222-3p	DHRS4-AS1
hsa-miR-222-3p	AF111169.1
hsa-miR-222-3p	OIP5-AS1
hsa-miR-222-3p	AC090181.2
hsa-miR-222-3p	AC135050.6
hsa-miR-222-3p	AC020978.7
hsa-miR-222-3p	ASB16-AS1
hsa-miR-222-3p	ARHGAP27P1-BPTFP1-KPNA2P3
hsa-miR-222-3p	TMEM147-AS1
hsa-miR-222-3p	TMEM147-AS1
hsa-miR-222-3p	AC073548.1
hsa-miR-222-3p	MIAT
hsa-miR-222-3p	MIAT
hsa-miR-222-3p	MIAT
hsa-miR-223-3p	GAS5
hsa-miR-223-3p	AC110769.1
hsa-miR-223-3p	FGD5-AS1
hsa-miR-223-3p	SH3BP5-AS1
hsa-miR-223-3p	AC008040.1
hsa-miR-223-3p	AC008040.1
hsa-miR-223-3p	AC008040.1
hsa-miR-223-3p	AC021078.1
hsa-miR-223-3p	MAGI2-AS3
hsa-miR-223-3p	AP003472.2
hsa-miR-223-3p	ARRDC1-AS1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	KCNQ1OT1
hsa-miR-223-3p	AC004812.2
hsa-miR-223-3p	MIR17HG
hsa-miR-223-3p	SNHG14
hsa-miR-223-3p	SNHG14
hsa-miR-223-3p	SNHG14
hsa-miR-223-3p	AC037198.1
hsa-miR-223-3p	OIP5-AS1
hsa-miR-223-3p	CRAT37
hsa-miR-223-3p	AC040162.3
hsa-miR-223-3p	PITPNA-AS1
hsa-miR-223-3p	SNHG29
hsa-miR-223-3p	SNHG29
hsa-miR-223-3p	MIR7-3HG
hsa-miR-223-3p	PCAT19
hsa-miR-223-3p	AC005261.1
hsa-miR-223-3p	MIR155HG
hsa-miR-223-3p	LINC00649
hsa-miR-224-3p	MIR29B2CHG
hsa-miR-224-3p	MIR29B2CHG
hsa-miR-224-3p	MIR29B2CHG
hsa-miR-224-3p	MIR29B2CHG
hsa-miR-224-3p	AC016747.1
hsa-miR-224-3p	AC016747.1
hsa-miR-224-3p	CHROMR
hsa-miR-224-3p	CHROMR
hsa-miR-224-3p	THUMPD3-AS1
hsa-miR-224-3p	THUMPD3-AS1
hsa-miR-224-3p	MAGI1-IT1
hsa-miR-224-3p	MAGI1-IT1
hsa-miR-224-3p	SNHG8
hsa-miR-224-3p	HCG11
hsa-miR-224-3p	AC016831.1
hsa-miR-224-3p	AC016831.1
hsa-miR-224-3p	AC091185.1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	KCNQ1OT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	NEAT1
hsa-miR-224-3p	MALAT1
hsa-miR-224-3p	PRANCR
hsa-miR-224-3p	PSMA3-AS1
hsa-miR-224-3p	SNHG14
hsa-miR-224-3p	SNHG14
hsa-miR-224-3p	SNHG14
hsa-miR-224-3p	SNHG14
hsa-miR-224-3p	OIP5-AS1
hsa-miR-224-3p	AC018628.1
hsa-miR-224-3p	AC093227.1
hsa-miR-224-3p	NORAD
hsa-miR-224-3p	NORAD
hsa-miR-224-3p	XIST
hsa-miR-224-3p	XIST
hsa-miR-224-3p	XIST
hsa-miR-224-5p	AL137127.1
hsa-miR-224-5p	AL139260.2
hsa-miR-224-5p	AC093010.2
hsa-miR-224-5p	PP7080
hsa-miR-224-5p	AL049555.1
hsa-miR-224-5p	AC002064.1
hsa-miR-224-5p	AL158206.1
hsa-miR-224-5p	AL158206.1
hsa-miR-224-5p	LINC00963
hsa-miR-224-5p	SNHG7
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	NEAT1
hsa-miR-224-5p	MALAT1
hsa-miR-224-5p	MALAT1
hsa-miR-224-5p	MIR100HG
hsa-miR-224-5p	MIR100HG
hsa-miR-224-5p	MIR100HG
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	HELLPAR
hsa-miR-224-5p	N4BP2L2-IT2
hsa-miR-224-5p	SNHG14
hsa-miR-224-5p	OIP5-AS1
hsa-miR-224-5p	AC093525.6
hsa-miR-224-5p	AC093525.6
hsa-miR-224-5p	AC016876.2
hsa-miR-224-5p	AC103702.1
hsa-miR-224-5p	AC092279.1
hsa-miR-224-5p	TMEM147-AS1
hsa-miR-224-5p	TMEM147-AS1
hsa-miR-224-5p	AC016629.3
hsa-miR-224-5p	LINC00205
hsa-miR-224-5p	MCM3AP-AS1
hsa-miR-2277-5p	RASSF1-AS1
hsa-miR-2277-5p	RASSF1-AS1
hsa-miR-2277-5p	TERC
hsa-miR-2277-5p	TERC
hsa-miR-2277-5p	LINC00472
hsa-miR-2277-5p	LINC00472
hsa-miR-2277-5p	HRAT92
hsa-miR-2277-5p	HRAT92
hsa-miR-2277-5p	HRAT92
hsa-miR-2277-5p	HRAT92
hsa-miR-2277-5p	RBPMS-AS1
hsa-miR-2277-5p	AC002101.1
hsa-miR-2277-5p	GABPB1-IT1
hsa-miR-2277-5p	GABPB1-IT1
hsa-miR-2277-5p	AL022341.1
hsa-miR-2277-5p	AC113189.4
hsa-miR-2277-5p	AC113189.4
hsa-miR-2277-5p	TYMSOS
hsa-miR-2277-5p	LINC00894
hsa-miR-2278	LINC02809
hsa-miR-2278	AC074117.1
hsa-miR-2278	AC074117.1
hsa-miR-2278	AC013268.5
hsa-miR-2278	AC140479.4
hsa-miR-2278	AC112229.4
hsa-miR-2278	AGAP1-IT1
hsa-miR-2278	AC104447.1
hsa-miR-2278	PURPL
hsa-miR-2278	PURPL
hsa-miR-2278	RNF216P1
hsa-miR-2278	RNF216P1
hsa-miR-2278	STAG3L5P-PVRIG2P-PILRB
hsa-miR-2278	AC069281.2
hsa-miR-2278	AC069281.2
hsa-miR-2278	AC069281.2
hsa-miR-2278	SND1-IT1
hsa-miR-2278	MIR600HG
hsa-miR-2278	NUTM2B-AS1
hsa-miR-2278	NUTM2B-AS1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	KCNQ1OT1
hsa-miR-2278	LINC00294
hsa-miR-2278	NEAT1
hsa-miR-2278	NEAT1
hsa-miR-2278	LINC02381
hsa-miR-2278	LINC02381
hsa-miR-2278	MAPKAPK5-AS1
hsa-miR-2278	AC108704.2
hsa-miR-2278	AF111169.1
hsa-miR-2278	SNHG10
hsa-miR-2278	MEG3
hsa-miR-2278	MEG3
hsa-miR-2278	MEG3
hsa-miR-2278	OIP5-AS1
hsa-miR-2278	OIP5-AS1
hsa-miR-2278	AC090181.3
hsa-miR-2278	AC109460.3
hsa-miR-2278	AC109460.3
hsa-miR-2278	AC109460.3
hsa-miR-2278	AC109460.3
hsa-miR-2278	MIR22HG
hsa-miR-2278	MIR22HG
hsa-miR-2278	SNHG29
hsa-miR-2278	SNHG29
hsa-miR-2278	AC103702.1
hsa-miR-2278	AC103702.1
hsa-miR-2278	AC005332.6
hsa-miR-2278	SNHG16
hsa-miR-2278	SNHG16
hsa-miR-2278	AC011815.1
hsa-miR-2278	AC011815.1
hsa-miR-2278	AC011815.1
hsa-miR-2278	AC006504.5
hsa-miR-2278	AC006504.5
hsa-miR-2278	NORAD
hsa-miR-2278	MIR222HG
hsa-miR-2278	XIST
hsa-miR-2278	FIRRE
hsa-miR-2278	FIRRE
hsa-miR-2278	LINC00893
hsa-miR-2278	LINC00894
hsa-miR-2355-3p	LINC00339
hsa-miR-2355-3p	THBS3-AS1
hsa-miR-2355-3p	MIR29B2CHG
hsa-miR-2355-3p	PANTR1
hsa-miR-2355-3p	PANTR1
hsa-miR-2355-3p	TTN-AS1
hsa-miR-2355-3p	TTN-AS1
hsa-miR-2355-3p	TTN-AS1
hsa-miR-2355-3p	TTN-AS1
hsa-miR-2355-3p	AC090948.3
hsa-miR-2355-3p	SOX2-OT
hsa-miR-2355-3p	AC107214.2
hsa-miR-2355-3p	SNHG5
hsa-miR-2355-3p	AC004080.5
hsa-miR-2355-3p	AC004080.6
hsa-miR-2355-3p	AL132656.2
hsa-miR-2355-3p	NUTM2B-AS1
hsa-miR-2355-3p	NUTM2B-AS1
hsa-miR-2355-3p	SNHG1
hsa-miR-2355-3p	NEAT1
hsa-miR-2355-3p	MALAT1
hsa-miR-2355-3p	MIR100HG
hsa-miR-2355-3p	MIR100HG
hsa-miR-2355-3p	MIR100HG
hsa-miR-2355-3p	AC125807.2
hsa-miR-2355-3p	AC125807.2
hsa-miR-2355-3p	AC012531.1
hsa-miR-2355-3p	LINC00564
hsa-miR-2355-3p	AL137129.1
hsa-miR-2355-3p	MEG3
hsa-miR-2355-3p	AC022929.2
hsa-miR-2355-3p	AC051619.7
hsa-miR-2355-3p	DNM1P35
hsa-miR-2355-3p	AC020663.4
hsa-miR-2355-3p	AC020663.4
hsa-miR-2355-3p	AC016876.2
hsa-miR-2355-3p	SNHG17
hsa-miR-2355-3p	AL031587.5
hsa-miR-2355-3p	XIST
hsa-miR-2355-3p	XIST
hsa-miR-2355-3p	LINC00894
hsa-miR-2355-5p	LINC02593
hsa-miR-2355-5p	LINC02593
hsa-miR-2355-5p	SNHG3
hsa-miR-2355-5p	AL691482.3
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	MIR29B2CHG
hsa-miR-2355-5p	FGD5-AS1
hsa-miR-2355-5p	FGD5-AS1
hsa-miR-2355-5p	FGD5-AS1
hsa-miR-2355-5p	SH3BP5-AS1
hsa-miR-2355-5p	SH3BP5-AS1
hsa-miR-2355-5p	AC107068.1
hsa-miR-2355-5p	NNT-AS1
hsa-miR-2355-5p	HRAT92
hsa-miR-2355-5p	HRAT92
hsa-miR-2355-5p	HRAT92
hsa-miR-2355-5p	AC069281.2
hsa-miR-2355-5p	EBLN3P
hsa-miR-2355-5p	EBLN3P
hsa-miR-2355-5p	RPARP-AS1
hsa-miR-2355-5p	LMNTD2-AS1
hsa-miR-2355-5p	LMNTD2-AS1
hsa-miR-2355-5p	H19
hsa-miR-2355-5p	H19
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	KCNQ1OT1
hsa-miR-2355-5p	LINC00294
hsa-miR-2355-5p	SNHG1
hsa-miR-2355-5p	SNHG1
hsa-miR-2355-5p	NEAT1
hsa-miR-2355-5p	NEAT1
hsa-miR-2355-5p	NEAT1
hsa-miR-2355-5p	AC092747.4
hsa-miR-2355-5p	DDX11-AS1
hsa-miR-2355-5p	LINC01089
hsa-miR-2355-5p	LINC01089
hsa-miR-2355-5p	AC026362.1
hsa-miR-2355-5p	AC026362.1
hsa-miR-2355-5p	AL161773.1
hsa-miR-2355-5p	AL161773.1
hsa-miR-2355-5p	AL161773.1
hsa-miR-2355-5p	MEG3
hsa-miR-2355-5p	MEG3
hsa-miR-2355-5p	MEG3
hsa-miR-2355-5p	MEG3
hsa-miR-2355-5p	AL049840.4
hsa-miR-2355-5p	OIP5-AS1
hsa-miR-2355-5p	OIP5-AS1
hsa-miR-2355-5p	MIR9-3HG
hsa-miR-2355-5p	MIR9-3HG
hsa-miR-2355-5p	VPS9D1-AS1
hsa-miR-2355-5p	VPS9D1-AS1
hsa-miR-2355-5p	AC104564.5
hsa-miR-2355-5p	LINC00910
hsa-miR-2355-5p	LINC00910
hsa-miR-2355-5p	AC005670.3
hsa-miR-2355-5p	SNHG20
hsa-miR-2355-5p	SNHG20
hsa-miR-2355-5p	TMEM147-AS1
hsa-miR-2355-5p	TMEM147-AS1
hsa-miR-2355-5p	PTOV1-AS2
hsa-miR-2355-5p	AC010327.6
hsa-miR-2355-5p	AC020922.3
hsa-miR-2355-5p	AP001505.1
hsa-miR-2355-5p	MCM3AP-AS1
hsa-miR-2355-5p	MCM3AP-AS1
hsa-miR-2355-5p	MCM3AP-AS1
hsa-miR-2355-5p	MCM3AP-AS1
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	MIAT
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-2355-5p	XIST
hsa-miR-2355-5p	XIST
hsa-miR-2355-5p	XIST
hsa-miR-2355-5p	XIST
hsa-miR-2355-5p	LINC00894
hsa-miR-2355-5p	LINC00894
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-2355-5p	ASMTL-AS1
hsa-miR-23a-3p	LINC01748
hsa-miR-23a-3p	LINC01748
hsa-miR-23a-3p	GAS5
hsa-miR-23a-3p	GAS5
hsa-miR-23a-3p	THUMPD3-AS1
hsa-miR-23a-3p	THUMPD3-AS1
hsa-miR-23a-3p	THUMPD3-AS1
hsa-miR-23a-3p	THUMPD3-AS1
hsa-miR-23a-3p	THRB-IT1
hsa-miR-23a-3p	NNT-AS1
hsa-miR-23a-3p	ZSCAN16-AS1
hsa-miR-23a-3p	SNHG5
hsa-miR-23a-3p	AC002064.1
hsa-miR-23a-3p	AC000120.1
hsa-miR-23a-3p	NUTM2B-AS1
hsa-miR-23a-3p	NUTM2B-AS1
hsa-miR-23a-3p	NUTM2B-AS1
hsa-miR-23a-3p	AC091564.7
hsa-miR-23a-3p	NEAT1
hsa-miR-23a-3p	NEAT1
hsa-miR-23a-3p	NEAT1
hsa-miR-23a-3p	NEAT1
hsa-miR-23a-3p	MALAT1
hsa-miR-23a-3p	MALAT1
hsa-miR-23a-3p	LINC02389
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	HELLPAR
hsa-miR-23a-3p	AC144548.1
hsa-miR-23a-3p	MEG3
hsa-miR-23a-3p	AL583810.1
hsa-miR-23a-3p	AC020661.1
hsa-miR-23a-3p	OIP5-AS1
hsa-miR-23a-3p	NR2F2-AS1
hsa-miR-23a-3p	NR2F2-AS1
hsa-miR-23a-3p	NR2F2-AS1
hsa-miR-23a-3p	AC138904.1
hsa-miR-23a-3p	VPS9D1-AS1
hsa-miR-23a-3p	ZNF232-AS1
hsa-miR-23a-3p	AC015726.1
hsa-miR-23a-3p	AC067852.2
hsa-miR-23a-3p	AC007780.1
hsa-miR-23a-3p	SNHG16
hsa-miR-23a-3p	AC145207.5
hsa-miR-23a-3p	LINC00261
hsa-miR-23a-3p	AL035458.2
hsa-miR-23a-3p	MCM3AP-AS1
hsa-miR-23a-3p	MCM3AP-AS1
hsa-miR-23a-3p	Z93241.1
hsa-miR-23a-3p	XIST
hsa-miR-23a-3p	XIST
hsa-miR-23a-3p	XIST
hsa-miR-23a-3p	XIST
hsa-miR-23a-3p	Z83843.1
hsa-miR-23b-3p	LINC01748
hsa-miR-23b-3p	LINC01748
hsa-miR-23b-3p	GAS5
hsa-miR-23b-3p	GAS5
hsa-miR-23b-3p	THUMPD3-AS1
hsa-miR-23b-3p	THUMPD3-AS1
hsa-miR-23b-3p	THUMPD3-AS1
hsa-miR-23b-3p	THUMPD3-AS1
hsa-miR-23b-3p	THRB-IT1
hsa-miR-23b-3p	NNT-AS1
hsa-miR-23b-3p	ZSCAN16-AS1
hsa-miR-23b-3p	SNHG5
hsa-miR-23b-3p	AC002064.1
hsa-miR-23b-3p	AC000120.1
hsa-miR-23b-3p	NUTM2B-AS1
hsa-miR-23b-3p	NUTM2B-AS1
hsa-miR-23b-3p	NUTM2B-AS1
hsa-miR-23b-3p	AC091564.7
hsa-miR-23b-3p	NEAT1
hsa-miR-23b-3p	NEAT1
hsa-miR-23b-3p	NEAT1
hsa-miR-23b-3p	NEAT1
hsa-miR-23b-3p	MALAT1
hsa-miR-23b-3p	MALAT1
hsa-miR-23b-3p	LINC02389
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	HELLPAR
hsa-miR-23b-3p	AC144548.1
hsa-miR-23b-3p	MEG3
hsa-miR-23b-3p	AL583810.1
hsa-miR-23b-3p	AC020661.1
hsa-miR-23b-3p	OIP5-AS1
hsa-miR-23b-3p	NR2F2-AS1
hsa-miR-23b-3p	NR2F2-AS1
hsa-miR-23b-3p	NR2F2-AS1
hsa-miR-23b-3p	AC138904.1
hsa-miR-23b-3p	VPS9D1-AS1
hsa-miR-23b-3p	ZNF232-AS1
hsa-miR-23b-3p	AC015726.1
hsa-miR-23b-3p	AC067852.2
hsa-miR-23b-3p	AC007780.1
hsa-miR-23b-3p	SNHG16
hsa-miR-23b-3p	AC145207.5
hsa-miR-23b-3p	LINC00261
hsa-miR-23b-3p	AL035458.2
hsa-miR-23b-3p	MCM3AP-AS1
hsa-miR-23b-3p	MCM3AP-AS1
hsa-miR-23b-3p	Z93241.1
hsa-miR-23b-3p	XIST
hsa-miR-23b-3p	XIST
hsa-miR-23b-3p	XIST
hsa-miR-23b-3p	XIST
hsa-miR-23b-3p	Z83843.1
hsa-miR-23c	LINC01748
hsa-miR-23c	LINC01748
hsa-miR-23c	GAS5
hsa-miR-23c	GAS5
hsa-miR-23c	THUMPD3-AS1
hsa-miR-23c	THUMPD3-AS1
hsa-miR-23c	THUMPD3-AS1
hsa-miR-23c	THUMPD3-AS1
hsa-miR-23c	THRB-IT1
hsa-miR-23c	NNT-AS1
hsa-miR-23c	ZSCAN16-AS1
hsa-miR-23c	SNHG5
hsa-miR-23c	AC002064.1
hsa-miR-23c	AC000120.1
hsa-miR-23c	NUTM2B-AS1
hsa-miR-23c	NUTM2B-AS1
hsa-miR-23c	NUTM2B-AS1
hsa-miR-23c	AC091564.7
hsa-miR-23c	NEAT1
hsa-miR-23c	NEAT1
hsa-miR-23c	NEAT1
hsa-miR-23c	NEAT1
hsa-miR-23c	MALAT1
hsa-miR-23c	MALAT1
hsa-miR-23c	LINC02389
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	HELLPAR
hsa-miR-23c	AC144548.1
hsa-miR-23c	MEG3
hsa-miR-23c	AL583810.1
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	SNHG14
hsa-miR-23c	AC020661.1
hsa-miR-23c	OIP5-AS1
hsa-miR-23c	NR2F2-AS1
hsa-miR-23c	NR2F2-AS1
hsa-miR-23c	NR2F2-AS1
hsa-miR-23c	AC138904.1
hsa-miR-23c	VPS9D1-AS1
hsa-miR-23c	ZNF232-AS1
hsa-miR-23c	AC015726.1
hsa-miR-23c	AC067852.2
hsa-miR-23c	AC007780.1
hsa-miR-23c	SNHG16
hsa-miR-23c	AC145207.5
hsa-miR-23c	LINC00261
hsa-miR-23c	AL035458.2
hsa-miR-23c	MCM3AP-AS1
hsa-miR-23c	MCM3AP-AS1
hsa-miR-23c	Z93241.1
hsa-miR-23c	XIST
hsa-miR-23c	XIST
hsa-miR-23c	XIST
hsa-miR-23c	XIST
hsa-miR-23c	Z83843.1
hsa-miR-24-3p	AL031282.2
hsa-miR-24-3p	AL031282.2
hsa-miR-24-3p	ASH1L-AS1
hsa-miR-24-3p	BOLA3-AS1
hsa-miR-24-3p	AC005034.3
hsa-miR-24-3p	AC005034.3
hsa-miR-24-3p	LINC01963
hsa-miR-24-3p	NAALADL2-AS2
hsa-miR-24-3p	CT66
hsa-miR-24-3p	AC079781.5
hsa-miR-24-3p	AC104958.2
hsa-miR-24-3p	EBLN3P
hsa-miR-24-3p	EBLN3P
hsa-miR-24-3p	AC002101.1
hsa-miR-24-3p	AP006621.5
hsa-miR-24-3p	AP006621.5
hsa-miR-24-3p	AP006621.5
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	KCNQ1OT1
hsa-miR-24-3p	AC091564.7
hsa-miR-24-3p	NEAT1
hsa-miR-24-3p	NEAT1
hsa-miR-24-3p	NEAT1
hsa-miR-24-3p	AC012531.1
hsa-miR-24-3p	AC012531.1
hsa-miR-24-3p	AC125603.2
hsa-miR-24-3p	AC156455.1
hsa-miR-24-3p	AC131009.4
hsa-miR-24-3p	DIO3OS
hsa-miR-24-3p	DIO3OS
hsa-miR-24-3p	AL049840.5
hsa-miR-24-3p	SNHG19
hsa-miR-24-3p	LINC00921
hsa-miR-24-3p	AC022167.2
hsa-miR-24-3p	AC022167.2
hsa-miR-24-3p	AC135048.1
hsa-miR-24-3p	AC018553.1
hsa-miR-24-3p	AC018553.1
hsa-miR-24-3p	AC092127.1
hsa-miR-24-3p	SNAI3-AS1
hsa-miR-24-3p	SNAI3-AS1
hsa-miR-24-3p	AC005837.1
hsa-miR-24-3p	ILF3-DT
hsa-miR-24-3p	AC092279.1
hsa-miR-24-3p	AC005394.2
hsa-miR-24-3p	AC005394.2
